session_id,customer_id,device_id,login_time,logout_time,ip_address,city,is_successful,auth_method
da0fbc6d20fcefe7af782df3bccd01be,988,627,2025-10-16 13:38:49,2025-10-16 14:38:49,23.148.109.34,Aktobe,True,password
02d225cf8b86780ed9a9cb6baf45c4e3,110,446,2025-11-27 09:48:50,2025-11-27 10:35:50,57.127.235.153,Taraz,True,otp
880ca2dbbd94e0c8eb5b54fccf77cf37,573,507,2025-10-31 07:40:40,2025-10-31 08:26:40,11.210.138.59,Atyrau,True,biometric
21d767eb9ecb6e3e506f61c346fca94d,682,557,2025-09-27 17:47:41,2025-09-27 18:11:41,149.220.136.59,Pavlodar,True,otp
ffeedfc31dcf9f9cae38a1a5b4aa4b5a,894,588,2025-10-21 09:58:36,2025-10-21 10:08:36,212.105.66.100,Taraz,True,password
bc2d3adf9cac8d3bc7500fdc63402efd,843,281,2025-09-04 08:26:17,2025-09-04 08:36:17,80.85.123.171,Oskemen,True,biometric
9e22ed5efbac7ddb08af80995bc22ee0,743,98,2025-09-09 05:32:57,2025-09-09 06:25:57,218.12.138.15,Karaganda,True,password
31a4755fd4b4088bd29a3ff237babdce,102,301,2025-12-15 19:16:33,2025-12-15 19:43:33,140.162.180.65,Taraz,True,password
eb6d4efbbdaf80a2ab33df8d9e4acb8b,351,901,2025-09-21 11:28:49,2025-09-21 12:00:49,5.178.92.17,Aktobe,True,biometric
a78e8cee3aed0162b337924e0a1ae2ac,311,411,2025-11-28 12:38:30,2025-11-28 13:18:30,2.36.162.137,Shymkent,True,password
eb18869ab5f27d8fc86cec7bfb12b7a8,714,1087,2025-11-02 09:06:20,2025-11-02 10:03:20,187.206.80.3,Atyrau,True,password
bd97f51def6b2ae3d5cbed5afb5add00,388,851,2025-10-12 03:18:42,2025-10-12 04:08:42,184.90.149.48,Almaty,True,otp
5fa6daa1c7cae3354beceee7a05fcbda,578,1191,2025-11-26 11:42:25,2025-11-26 12:00:25,20.242.97.250,Pavlodar,True,otp
a0a0102be1b14b2ff6dd9ed40d8f8ad9,747,902,2025-12-20 19:35:02,2025-12-20 20:25:02,13.253.175.27,Semey,True,otp
6b6d4bbfeced32fcfda06efe824e2bcb,351,901,2025-09-11 07:24:49,2025-09-11 07:31:49,144.30.28.45,Shymkent,True,biometric
de4feb994babbe2da8bff528bcfb24eb,643,1132,2025-11-12 06:38:45,2025-11-12 07:05:45,179.197.168.238,Aktobe,True,otp
1adbb045f1e5f5ab503dc0c18fe7f1cb,724,72,2025-10-21 08:29:45,2025-10-21 08:51:45,81.78.148.91,Shymkent,True,biometric
0811c172e0b7c5896eb8ac11ec0ebae4,819,327,2025-12-04 13:33:17,2025-12-04 14:06:17,187.18.110.180,Karaganda,True,biometric
e1bd13515c4c670aa85cf7a0f61f251e,146,364,2025-12-05 03:51:34,2025-12-05 04:15:34,63.2.252.184,Astana,True,biometric
37f5c6e9845d83feceb3af114dca3a85,904,582,2025-10-05 23:36:54,2025-10-06 00:19:54,208.217.157.23,Aktobe,True,password
b0545bbbd14ee9d7cbb5adaa4bac50eb,976,322,2025-12-14 01:53:52,2025-12-14 02:03:52,164.179.32.89,Shymkent,True,biometric
a2d76c08dafbb57eecc4fd294f3dfce4,153,636,2025-09-01 23:34:42,2025-09-01 23:49:42,211.40.52.14,Semey,True,otp
d8b6787ee8ed0426dd416e600eabc8ef,196,61,2025-09-11 21:58:53,2025-09-11 22:58:53,160.42.15.148,Karaganda,True,biometric
b39dc47adabf709fef2bfc7dccead90a,156,807,2025-11-20 17:23:12,2025-11-20 17:38:12,104.160.32.84,Semey,True,biometric
badc8ffeec529b380bcd1f54ec2eeabb,601,352,2025-12-06 05:40:24,2025-12-06 05:57:24,69.36.40.217,Semey,True,otp
341e698eec99acea57f8a7aefd03ffcf,673,974,2025-11-25 08:19:00,2025-11-25 09:06:00,12.17.213.225,Shymkent,False,otp
bb659400fbeda1fa3e7159a6e0c63e56,890,615,2025-11-06 16:03:03,2025-11-06 16:34:03,72.184.183.245,Oskemen,True,otp
1c5a8daaf1fcccbf8f20fbc87609d0ad,340,132,2025-11-30 00:46:15,2025-11-30 01:45:15,141.31.94.126,Shymkent,True,biometric
bab25ca78cfcef8d9be855bf2f2bbab4,629,1094,2025-12-16 21:04:42,2025-12-16 21:09:42,68.34.163.37,Almaty,True,biometric
2fcc4ca8cf0deae7f11668a74dfb4d68,683,175,2025-09-10 18:03:52,2025-09-10 18:42:52,95.74.142.172,Semey,True,otp
e7ee54decafaa4971c3cfc3cbe3fd9a4,967,109,2025-09-25 17:04:11,2025-09-25 17:11:11,151.13.1.239,Oskemen,True,biometric
d33eeaf8526ffdbee090ebab27a5fdbd,219,988,2025-09-27 23:08:20,2025-09-27 23:22:20,159.81.24.191,Karaganda,True,password
3a0faafcc89afdcdc9ebbbbacb77fa8c,383,922,2025-11-30 14:07:43,2025-11-30 14:18:43,119.174.78.80,Aktobe,True,biometric
250f887b9c27dee17acde3cef1fa21f4,628,515,2025-11-14 07:53:20,2025-11-14 08:30:20,115.56.162.63,Almaty,True,otp
fdb37ff7ceff02652a4ecddfe03cfabb,569,962,2025-12-06 11:11:34,2025-12-06 12:07:34,156.132.13.234,Semey,True,biometric
4ecf2ecd0e2db76c2feb5bb8e4c8a4ee,806,214,2025-09-04 08:38:04,2025-09-04 08:39:04,66.146.200.42,Pavlodar,True,otp
d1bf8f2fae0f65da3bdfc0cfad0ab53d,364,713,2025-12-11 00:11:58,2025-12-11 01:10:58,153.65.40.17,Pavlodar,True,password
edfb702365e45ef63dbeca01fff476e3,694,551,2025-09-28 10:50:57,2025-09-28 11:46:57,82.97.54.199,Karaganda,True,password
20ff9ac7d0110a779cc31de791b0c8cf,815,1104,2025-11-18 07:29:13,2025-11-18 07:38:13,114.224.139.102,Karaganda,True,biometric
d8fe79cf1d7ab711276d63a8dd60f22b,86,634,2025-10-10 13:12:08,2025-10-10 13:40:08,104.117.226.187,Almaty,True,biometric
d8cffb139ecfcdadcfc1cfefddabfeca,180,305,2025-09-18 18:05:59,2025-09-18 18:33:59,98.234.220.13,Atyrau,True,biometric
bd85da10aef43cb73caa12e15a4c15ae,203,565,2025-09-23 12:08:29,2025-09-23 13:07:29,206.67.109.163,Semey,False,password
dccf2edb2d8cceb455d7f3aecbc30c0c,181,221,2025-10-09 06:37:25,2025-10-09 07:16:25,71.190.79.184,Karaganda,True,biometric
bfabb0e37f623b607f45c8b206bc1fae,952,78,2025-12-28 11:50:25,2025-12-28 12:49:25,114.166.200.113,Pavlodar,False,biometric
c0cc07a2fcaa2ba9ea3bcc2f827aabef,642,964,2025-10-27 06:17:18,2025-10-27 06:19:18,158.55.190.28,Oskemen,True,password
ca8cdd608decd14aee722bbbedeb54ba,366,135,2025-09-21 15:53:06,2025-09-21 16:22:06,23.226.29.145,Karaganda,True,biometric
dacc2fcfb260cd62d48be6dd80cf1fb8,860,93,2025-11-03 04:59:45,2025-11-03 05:55:45,70.36.95.30,Karaganda,True,otp
bedc6ee5c308f5e3a8ba8ce4ad2cdae2,957,869,2025-09-21 08:05:13,2025-09-21 08:58:13,132.2.205.245,Oskemen,True,biometric
bea4d50c1005d2cdfc5d82fcc4c97e61,487,289,2025-11-27 09:54:00,2025-11-27 10:05:00,170.254.164.132,Karaganda,True,biometric
bc3f4c3376af3f7babfac3e6ef2dabd1,942,641,2025-09-09 12:15:31,2025-09-09 12:58:31,57.50.51.146,Shymkent,True,biometric
b11bc7edaba308fbf0ad5ca5edcea0f8,153,636,2025-11-29 10:48:44,2025-11-29 11:43:44,47.34.17.212,Almaty,True,biometric
d42d4bcae3badb78a39c3bb9d3afda3e,983,1032,2025-10-27 08:45:19,2025-10-27 08:49:19,94.66.201.59,Semey,True,otp
aee3f9f6cf15cceaf80fcd9fb392d1eb,789,378,2025-11-23 22:44:18,2025-11-23 23:34:18,133.45.219.13,Shymkent,True,biometric
adfa75bdef9b437d2ca748f69e0b80bf,511,226,2025-10-08 01:59:39,2025-10-08 02:11:39,163.163.178.196,Almaty,True,password
ada3110db5a9feaf818e8ce39a680e2f,866,494,2025-10-30 12:11:39,2025-10-30 12:59:39,2.233.14.115,Oskemen,True,biometric
bccd8ec7d9b08fd3acf9abadabda9ced,178,380,2025-10-19 17:37:10,2025-10-19 17:57:10,153.77.203.58,Atyrau,True,biometric
fe432c3a6ad809fcaab0e0d344aa6b9d,822,421,2025-09-25 12:04:29,2025-09-25 12:10:29,113.34.45.246,Pavlodar,False,biometric
40edaa427b9d51a7c923aadfadbf33db,294,765,2025-09-14 16:35:14,2025-09-14 17:02:14,12.146.134.235,Taraz,True,biometric
5eb65cd8e385aca0c8f5a2e2fdd0d42f,229,830,2025-12-11 18:16:09,2025-12-11 18:47:09,19.138.238.253,Taraz,True,biometric
d8b8cf2d81ae4dcdccee0807971cc0c1,696,221,2025-11-15 04:50:17,2025-11-15 05:22:17,217.234.166.26,Pavlodar,True,biometric
cfef3575c349ddbafde5aae6ed78d8aa,473,854,2025-11-22 22:45:26,2025-11-22 22:51:26,73.100.109.191,Aktobe,True,biometric
50ade2ba68809fae093cfd2c0104e0ce,224,440,2025-11-07 00:01:42,2025-11-07 00:50:42,141.6.130.228,Pavlodar,True,password
bd8d7e474467dabcde691eef1d9038db,957,122,2025-09-03 07:03:16,2025-09-03 07:30:16,26.137.51.153,Astana,True,password
86cc9d793afefe6df2b5ddddba3c85bf,239,58,2025-09-20 01:48:44,2025-09-20 02:27:44,146.219.188.86,Taraz,True,otp
9c44be4c7adfffedd4ddd9ccba3dcbeb,311,411,2025-11-29 14:41:27,2025-11-29 15:35:27,81.73.251.146,Aktobe,True,biometric
35eee236cfbce30bb08dc8aee56d7724,283,390,2025-11-17 20:01:36,2025-11-17 20:39:36,31.184.176.13,Oskemen,True,biometric
8224734d01af6c8d2f770ef83d71a621,768,881,2025-09-17 06:24:21,2025-09-17 06:30:21,223.102.123.209,Pavlodar,True,password
1f2e727dcd97cfcfdfcf0cdac6ff3df9,957,962,2025-09-02 17:17:04,2025-09-02 17:24:04,138.231.238.184,Atyrau,True,biometric
e5c505cc0c3aa39ee186b7babd6e8c3b,678,869,2025-12-17 21:36:25,2025-12-17 22:06:25,209.203.157.38,Taraz,True,biometric
fc56bc716f4d4ddbb1cbc9fb658f4ba4,161,740,2025-09-24 09:18:08,2025-09-24 09:39:08,10.28.21.219,Shymkent,True,biometric
edfc982e96f6c5cb2f8b7dfb098b0bee,912,235,2025-11-10 14:44:52,2025-11-10 15:29:52,6.111.214.80,Semey,True,biometric
7a0f4be8ef98bc15e6ead0db7a46fc19,988,627,2025-12-19 07:12:50,2025-12-19 07:27:50,81.190.101.202,Atyrau,True,otp
c94c7e5f8d9463dabdf6c9ad08a100de,555,267,2025-10-21 19:39:31,2025-10-21 20:16:31,218.92.194.5,Pavlodar,False,biometric
2bce2fd5fb3aaccadd12e5dfedbbf87f,353,614,2025-10-06 04:37:42,2025-10-06 05:15:42,6.36.254.211,Semey,True,password
cd32aabb2f0d0a6c5a03a296ff90cffc,655,258,2025-12-09 15:53:08,2025-12-09 16:25:08,22.145.93.34,Oskemen,True,biometric
5e5dedd1fbc56478565917aa4d3db78e,782,334,2025-09-14 08:48:27,2025-09-14 09:24:27,220.234.195.190,Pavlodar,True,otp
9e529bafb0b9cb9014ecbdaa387abc90,677,1011,2025-10-30 20:03:28,2025-10-30 20:04:28,154.247.23.34,Astana,True,biometric
0bbb23b7d54ae088daeeb9ecd24af9ef,805,372,2025-10-23 21:03:11,2025-10-23 21:15:11,121.134.11.165,Shymkent,True,otp
bddce6289eeff6b105866b0c4e1bd82d,125,580,2025-10-07 15:11:35,2025-10-07 15:22:35,39.72.45.138,Oskemen,True,biometric
2dfb7fec3ebfef63e03abbb2fa022385,643,1163,2025-10-19 05:02:09,2025-10-19 05:56:09,105.19.91.118,Atyrau,False,biometric
1c8d74edff7d268c17d8debc9b3eded6,766,911,2025-12-28 16:24:52,2025-12-28 16:52:52,191.118.99.194,Oskemen,True,biometric
e2de6d33af8c2ca96a4daeeab989575b,10,287,2025-11-02 00:47:44,2025-11-02 01:16:44,113.55.182.169,Semey,True,biometric
c17c8eaab0772c3b2db4d340dcfe70da,987,552,2025-09-24 20:37:30,2025-09-24 21:24:30,218.45.93.11,Oskemen,True,otp
bdab4466539de9feefbe3e0d6931add8,791,712,2025-11-28 00:30:55,2025-11-28 01:06:55,105.71.220.116,Taraz,True,biometric
a4ae4cdc93cc76cb628ed9bb5ac0b4b5,785,458,2025-10-23 03:21:02,2025-10-23 04:20:02,43.174.107.56,Almaty,True,biometric
dbb065fcb464ac16eeaca98aaa65d6a7,187,1013,2025-12-20 05:32:19,2025-12-20 06:25:19,22.165.102.98,Oskemen,True,password
ff2a2e0ec813a3acabf37fe19df069b8,621,89,2025-10-23 00:54:14,2025-10-23 01:17:14,72.9.243.38,Astana,True,biometric
3be1ad9dea58a4d73a4fa9aacce2ff3e,742,725,2025-12-04 11:02:47,2025-12-04 11:31:47,116.105.23.167,Atyrau,True,otp
134391eee3d0e6ee72f83cffa7fcbcbb,499,715,2025-12-19 06:12:33,2025-12-19 06:27:33,106.163.7.96,Shymkent,True,password
991ff56be9b7b1d32426fc1b90ea45f1,901,757,2025-09-02 14:59:20,2025-09-02 15:44:20,62.164.24.113,Almaty,True,otp
fa9c7c43dca569116e9841eac09ecffa,87,230,2025-12-06 11:05:39,2025-12-06 11:19:39,58.133.191.247,Astana,True,password
1214dbe0bdbaa16ac1889380491168d1,732,1004,2025-11-23 20:49:25,2025-11-23 21:12:25,35.69.152.64,Shymkent,True,biometric
d3d2a2d4b3e0265cc5bfa89f774d2a8a,458,303,2025-11-24 00:44:27,2025-11-24 01:27:27,203.131.56.155,Karaganda,True,biometric
75ae61c209cb29f8460e09707cc8db04,139,358,2025-10-27 03:36:53,2025-10-27 04:26:53,85.148.100.77,Astana,True,biometric
6fcdebbced7bbbecb7ecdec7efa060df,206,992,2025-12-27 04:39:51,2025-12-27 05:22:51,95.22.180.253,Aktobe,True,otp
1f6b3e658c87ade8207acc2b2f7ddf63,173,252,2025-10-01 13:55:13,2025-10-01 14:43:13,98.252.123.219,Astana,True,biometric
57c9d50b897c71cd1fedba9e0b3cda5d,790,469,2025-10-17 18:08:40,2025-10-17 18:40:40,63.133.61.121,Taraz,True,biometric
8784dd254cc8deffdcdedadc84e222cb,601,83,2025-11-16 06:34:24,2025-11-16 07:15:24,19.170.168.61,Almaty,True,biometric
a3bd1a907f6d36f305c0cb7adb1e7adc,794,394,2025-11-13 18:07:42,2025-11-13 18:48:42,123.118.214.211,Karaganda,True,biometric
d39affba1ed90b2677d982fb6b51fcfc,305,297,2025-12-15 06:32:10,2025-12-15 06:58:10,1.49.12.47,Taraz,True,otp
81be6989cc9dbd5edeb37b0a4cbc664d,188,1020,2025-09-12 23:09:29,2025-09-12 23:59:29,210.37.73.50,Almaty,True,biometric
887dbb1fb1d6a6ef1ffd31fef0c1bd16,22,704,2025-11-23 03:07:04,2025-11-23 03:38:04,37.122.114.216,Oskemen,True,otp
ab4db0ae8e0976b7fff6fff887da2f61,689,1174,2025-11-29 09:13:59,2025-11-29 09:16:59,160.232.88.231,Oskemen,True,biometric
2bbe0ebca1f9d61cc2b8284b6bd39f67,535,612,2025-09-07 00:24:21,2025-09-07 00:27:21,126.194.15.13,Shymkent,True,password
b6ee1e2faea50f11b02fbae9b4f2fc8e,118,972,2025-10-03 16:26:24,2025-10-03 17:16:24,50.214.186.140,Aktobe,True,biometric
2a2f6ced22c117ef3ed3bb0bbd39f0f6,424,407,2025-09-02 09:10:41,2025-09-02 10:07:41,62.17.164.145,Shymkent,True,biometric
9ea38c83737b324be1fbb28a175834d0,104,989,2025-11-05 12:47:36,2025-11-05 12:55:36,121.178.163.68,Semey,True,password
ba2880fd1ce0ce77b15eb6fca8a07ecf,258,489,2025-11-30 04:29:47,2025-11-30 04:32:47,207.226.150.231,Pavlodar,True,password
2047ca0c07ddbfca1b4fabad12f36efb,414,873,2025-11-19 15:43:06,2025-11-19 15:45:06,221.97.138.221,Atyrau,False,biometric
f172dc40cf2a105b219c68ccc15903f4,812,518,2025-10-13 08:44:51,2025-10-13 09:20:51,200.236.56.77,Almaty,True,password
7e68febceb9cfb65db898fde7b886efc,279,671,2025-09-12 17:25:30,2025-09-12 18:07:30,59.190.136.220,Pavlodar,True,biometric
ed2e1c9577745a2cbf4577e4d8d85a4d,679,1092,2025-09-16 18:16:57,2025-09-16 18:55:57,177.225.237.243,Pavlodar,True,biometric
f0d5dcea8c4ea2c4570cfc12d1afacca,678,869,2025-12-15 19:11:29,2025-12-15 19:43:29,167.99.113.177,Almaty,True,otp
d9d438ed79edac682c2bcb792bfc51a2,769,798,2025-11-16 11:41:44,2025-11-16 12:17:44,32.43.12.126,Karaganda,True,password
0ebf1a074fbef8a2f8c87a0876de2bd8,138,1034,2025-10-30 12:52:52,2025-10-30 12:58:52,21.131.207.157,Aktobe,True,password
d23bfbe1dcb27aebb3305c0e8e63bb56,7,918,2025-10-21 07:52:58,2025-10-21 08:00:58,189.75.209.101,Pavlodar,True,biometric
93afdfe5eb4c03440178c60d40143cfc,413,929,2025-10-26 22:40:29,2025-10-26 23:07:29,102.69.140.15,Shymkent,True,otp
0178bc00ec981adc636aca144d255ecc,123,1120,2025-11-07 14:34:11,2025-11-07 15:28:11,115.59.118.91,Astana,True,biometric
082b3af8fe595ceaef7dbaedb44ac0eb,570,157,2025-10-30 21:48:53,2025-10-30 22:11:53,113.126.152.158,Pavlodar,True,biometric
30f1a71e33df9ddff19c7cfca14b8ffc,563,987,2025-11-08 01:51:21,2025-11-08 02:19:21,96.22.197.245,Pavlodar,True,password
491211aeaefccecc92a6bb8e73a7a7a4,105,1029,2025-11-07 09:55:21,2025-11-07 10:32:21,155.137.64.253,Karaganda,True,biometric
acd1f283ad24fdf738bbca668e01a54f,748,1072,2025-11-14 23:37:07,2025-11-14 23:47:07,88.122.134.89,Astana,True,biometric
aaac1f0cfac09acf6efcecb3d35a7adc,651,708,2025-09-16 21:34:32,2025-09-16 22:21:32,109.110.83.183,Almaty,True,biometric
be910e0ab43ec2fa65bdfce403eabf57,592,437,2025-12-25 02:28:17,2025-12-25 03:05:17,83.254.237.241,Taraz,True,biometric
feece2cba9ccb6b2caddea4adbd5fb73,227,953,2025-10-18 19:27:19,2025-10-18 19:56:19,208.231.125.134,Semey,True,otp
3e6ece78a5e6ededcbe9d1e3c8c2cfa6,964,409,2025-09-22 22:57:00,2025-09-22 23:52:00,100.52.23.229,Karaganda,True,biometric
bff97dbe48ccd1a5a6ac8638008b4cd7,449,76,2025-10-18 02:39:17,2025-10-18 02:59:17,4.0.3.121,Almaty,True,password
abf4eebc2a5ea66c9e0d5ea853d50b6f,966,469,2025-11-08 15:50:35,2025-11-08 16:45:35,190.102.77.26,Oskemen,True,biometric
6f1e34e3faceb3ea99a53cb95e6ba05b,783,326,2025-10-10 06:52:24,2025-10-10 07:25:24,109.178.232.13,Astana,True,password
f53b2d18f301516ae2acea1ddee8e4c0,847,1057,2025-11-21 12:38:05,2025-11-21 13:36:05,139.246.191.21,Aktobe,True,password
0eedaf254b82ab9e943ba9f2c2df6e7b,104,150,2025-11-29 03:08:29,2025-11-29 04:06:29,113.21.75.182,Atyrau,True,otp
dd6e7841a62f8a54deaa98afac970981,903,991,2025-09-07 06:41:46,2025-09-07 07:12:46,66.93.215.234,Atyrau,True,password
37bfebfc099aad550b4fa12ab8ef27c0,747,902,2025-12-14 00:23:52,2025-12-14 01:00:52,28.24.31.168,Pavlodar,True,password
9abfe23aeeca77cc7b0592adc1933fe3,300,112,2025-11-02 23:54:28,2025-11-03 00:38:28,185.203.75.18,Taraz,True,password
d88be051c8f18df1a0096dc1213ac4c7,993,548,2025-10-09 18:44:20,2025-10-09 19:02:20,111.214.34.254,Almaty,True,biometric
1f20434cba288b71b4f1fcdfa9bcf94a,759,371,2025-09-28 06:24:12,2025-09-28 07:16:12,96.130.77.235,Taraz,True,biometric
12bc5ffc9938aadbeb8f123bbcaed8ae,404,39,2025-12-10 12:42:13,2025-12-10 13:38:13,58.234.202.129,Oskemen,True,biometric
bfa3fe343b85e9c4b610fb092eb5d9a3,259,47,2025-12-23 16:54:09,2025-12-23 17:18:09,123.232.73.173,Taraz,True,password
8b1f2dac3fc271e92eddf306008c2fa8,743,98,2025-12-20 06:03:00,2025-12-20 06:10:00,201.157.124.225,Atyrau,True,password
f777667ced7b54a0beab3693b7feaaa2,906,550,2025-10-15 06:55:56,2025-10-15 07:51:56,205.172.109.145,Atyrau,True,biometric
922eaf2fdf0009886d8c56dd26a01081,841,719,2025-09-26 18:33:48,2025-09-26 18:46:48,47.82.103.173,Taraz,True,biometric
dfe1afa748afe2b7b7d7eb8a60d18dcc,350,423,2025-11-22 18:17:26,2025-11-22 18:44:26,166.255.15.126,Almaty,True,biometric
cad53df9cb4369ce136aaadbbedb5aac,664,1078,2025-11-16 08:51:21,2025-11-16 09:31:21,147.161.64.24,Almaty,True,password
f5e82a030c8eeed3e07ebb7fac2cc199,615,504,2025-11-11 21:04:43,2025-11-11 21:44:43,176.126.144.142,Karaganda,True,otp
adbcda5bcdd8b0aacc6baa1cee2dadaa,8,493,2025-10-13 16:38:04,2025-10-13 17:05:04,63.26.146.46,Atyrau,True,password
49aec9d4ffb7d8ff16bab679bd6eb684,751,675,2025-10-01 09:04:23,2025-10-01 09:16:23,69.142.136.167,Oskemen,True,biometric
a60dcd21face5ec23f69f6a7d7840d5d,845,113,2025-12-05 23:12:03,2025-12-05 23:30:03,207.253.103.104,Almaty,True,otp
c4b09ebc3aa0ad1c4be95bbbacab296e,988,828,2025-09-02 12:08:50,2025-09-02 12:43:50,9.77.11.28,Almaty,True,biometric
ffc4cc9dfbc9be607dd92bbfc2ba28ab,233,905,2025-10-05 04:05:33,2025-10-05 04:11:33,175.171.92.27,Atyrau,True,biometric
